"Number","Path","ArchiveTarget","ArchiveTargetExists","CurrentPathExists","Bucket","ActiveScopes","ActiveHitCount","AgentBoardHitCount","ReadmeHitCount","ProjectMasterPlanHitCount","ManifestHitCount","ReleaseNotesHitCount","NonArchiveDocsHitCount","ScriptsHitCount","TestsHitCount","OtherHitCount","ArchiveAuditHitCount","SourceFiles","ArchiveAuditFiles"
"552","docs/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md","docs/archive/phases/v12/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","2","1","0","0","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; docs/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"553","docs/v12_005_prompt_schema_validator_implementation_authorization_gate.md","docs/archive/phases/v12/v12_005_prompt_schema_validator_implementation_authorization_gate.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","2","1","0","0","0","0","1","0","0","0","4",".agent_board/CHECKPOINT.md[1]; docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[2]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[2]"
"554","docs/v12_006_prompt_schema_minimal_validator_implementation_gate.md","docs/archive/phases/v12/v12_006_prompt_schema_minimal_validator_implementation_gate.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","3","1","0","0","0","0","2","0","0","0","2",".agent_board/CHECKPOINT.md[1]; docs/v12_005_prompt_schema_validator_implementation_authorization_gate.md[1]; docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"555","docs/v12_007_prompt_schema_validator_static_review_and_syntax_gate.md","docs/archive/phases/v12/v12_007_prompt_schema_validator_static_review_and_syntax_gate.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","2","1","0","0","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"556","docs/v12_008_prompt_schema_validator_fixture_execution_gate.md","docs/archive/phases/v12/v12_008_prompt_schema_validator_fixture_execution_gate.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","2","1","0","0","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"557","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","docs/archive/phases/v12/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","False","True","agent_board_plus_docs","agent_board;non_archive_docs","2","1","0","0","0","0","1","0","0","0","10",".agent_board/CHECKPOINT.md[1]; docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[5]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[5]"
"558","docs/v13_001_visual_production_loop_route_selection_gate.md","docs/archive/phases/v13/v13_001_visual_production_loop_route_selection_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"559","docs/v13_002_visual_production_loop_canonical_model_gate.md","docs/archive/phases/v13/v13_002_visual_production_loop_canonical_model_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"560","docs/v13_003_visual_production_loop_canonical_model_static_review_gate.md","docs/archive/phases/v13/v13_003_visual_production_loop_canonical_model_static_review_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"561","docs/v13_004_existing_asset_loop_reconstruction_selection_gate.md","docs/archive/phases/v13/v13_004_existing_asset_loop_reconstruction_selection_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","4",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[2]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[2]"
"562","docs/v13_005_existing_asset_loop_reconstruction_docs_only_gate.md","docs/archive/phases/v13/v13_005_existing_asset_loop_reconstruction_docs_only_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"563","docs/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md","docs/archive/phases/v13/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"564","docs/v13_007_next_product_visual_production_trial_planning_gate.md","docs/archive/phases/v13/v13_007_next_product_visual_production_trial_planning_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"565","docs/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","docs/archive/phases/v13/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"566","docs/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","docs/archive/phases/v13/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"567","docs/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","docs/archive/phases/v13/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"568","docs/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","docs/archive/phases/v13/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"569","docs/v13_012_camping_lantern_A5_pre_execution_package_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_A5_pre_execution_package_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"570","docs/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"571","docs/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","docs/archive/phases/v13/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"572","docs/v13_015_camping_lantern_delivery_readiness_planning_gate.md","docs/archive/phases/v13/v13_015_camping_lantern_delivery_readiness_planning_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"573","docs/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","docs/archive/phases/v13/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"574","docs/v13_visual_production_loop_foundation_closeout.md","docs/archive/phases/v13/v13_visual_production_loop_foundation_closeout.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/CHECKPOINT.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"575","docs/v14_001_route_selection_gate.md","docs/archive/phases/v14/v14_001_route_selection_gate.md","False","True","agent_board_only","agent_board","2","2","0","0","0","0","0","0","0","0","3",".agent_board/CHECKPOINT.md[1]; .agent_board/VALIDATION_LOG.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]; docs/archive/DOCS_ARCHIVE_MIGRATION_MANIFEST.md[1]"
"576","docs/v14_002_review_console_productization_planning_gate.md","docs/archive/phases/v14/v14_002_review_console_productization_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"577","docs/v14_003_review_console_information_architecture_gate.md","docs/archive/phases/v14/v14_003_review_console_information_architecture_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"578","docs/v14_004_review_console_wireframe_and_data_contract_gate.md","docs/archive/phases/v14/v14_004_review_console_wireframe_and_data_contract_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"579","docs/v14_005_review_console_static_review_and_route_closeout_gate.md","docs/archive/phases/v14/v14_005_review_console_static_review_and_route_closeout_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"580","docs/v14_006_review_console_UI_implementation_authorization_planning_gate.md","docs/archive/phases/v14/v14_006_review_console_UI_implementation_authorization_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","9","5","1","1","0","0","2","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]; docs/review_console_UI_implementation_authorization_plan_v14.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"581","docs/v14_007_review_console_docs_rendered_prototype_gate.md","docs/archive/phases/v14/v14_007_review_console_docs_rendered_prototype_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","9","5","1","1","0","0","2","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]; docs/review_console_rendered_console_v14.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"582","docs/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","docs/archive/phases/v14/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"583","docs/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","docs/archive/phases/v14/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"584","docs/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","docs/archive/phases/v14/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"585","docs/v14_016_review_console_static_prototype_next_route_decision_gate.md","docs/archive/phases/v14/v14_016_review_console_static_prototype_next_route_decision_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"586","docs/v14_017_review_console_static_prototype_human_route_selection.md","docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"587","docs/v14_018_post_archive_project_route_selection_gate.md","docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"588","docs/v14_019_product_route_planning_selection_gate.md","docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"589","docs/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","docs/archive/phases/v14/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"590","docs/v14_021_visual_eval_rubric_fields_planning_gate.md","docs/archive/phases/v14/v14_021_visual_eval_rubric_fields_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","9","5","1","1","0","0","2","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]; docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"591","docs/v14_021a_post_push_state_sync_and_validator_alignment_patch.md","docs/archive/phases/v14/v14_021a_post_push_state_sync_and_validator_alignment_patch.md","False","True","agent_board_only","agent_board","1","1","0","0","0","0","0","0","0","0","2",".agent_board/VALIDATION_LOG.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"592","docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md","docs/archive/phases/v14/v14_021b_rubric_phase_chain_reconciliation_closeout.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"593","docs/v14_022_visual_eval_decision_policy_planning_gate.md","docs/archive/phases/v14/v14_022_visual_eval_decision_policy_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
"594","docs/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","docs/archive/phases/v14/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","False","True","human_navigation_review","agent_board;readme;project_master_plan;non_archive_docs","8","5","1","1","0","0","1","0","0","0","2",".agent_board/CHECKPOINT.md[1]; .agent_board/HANDOFF.md[1]; .agent_board/RUN_STATE.md[1]; .agent_board/TASK_QUEUE.md[1]; .agent_board/VALIDATION_LOG.md[1]; PROJECT_MASTER_PLAN.md[1]; README.md[1]; docs/00_project_roadmap.md[1]","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md[1]; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md[1]"
