"path","archive_target","doc_type","lifecycle_status","reference_class","current_path_exists","archive_target_exists","source_refs","scripts_refs","tests_refs","human_navigation_refs","validator_blocked","last_scanned_at","scan_source"
"docs/v7_224a_autopilot_rule_intake_hardening_gate.md","docs/archive/phases/v7/v7_224a_autopilot_rule_intake_hardening_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_226_image_workflow_product_return_gate.md","docs/archive/phases/v7/v7_226_image_workflow_product_return_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_233_delivery_review_surface_package_gate.md","docs/archive/phases/v7/v7_233_delivery_review_surface_package_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_234_product_image_workflow_runbook_gate.md","docs/archive/phases/v7/v7_234_product_image_workflow_runbook_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_235_product_image_workflow_static_walkthrough_gate.md","docs/archive/phases/v7/v7_235_product_image_workflow_static_walkthrough_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_236_product_image_workflow_A5_readiness_review_gate.md","docs/archive/phases/v7/v7_236_product_image_workflow_A5_readiness_review_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_238_product_image_generation_authorization_draft_review_gate.md","docs/archive/phases/v7/v7_238_product_image_generation_authorization_draft_review_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_239_product_image_generation_plan_draft_gate.md","docs/archive/phases/v7/v7_239_product_image_generation_plan_draft_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v7_51h_read_only_bridge_adapter_validation_closeout.md","docs/archive/phases/v7/v7_51h_read_only_bridge_adapter_validation_closeout.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_007_A4_8_mutation_live_run_docs_only.md","docs/archive/phases/v8/v8_007_A4_8_mutation_live_run_docs_only.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_008_A4_8_controlled_failure_recovery_drill.md","docs/archive/phases/v8/v8_008_A4_8_controlled_failure_recovery_drill.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/VALIDATION_LOG.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_010_A4_8_comprehensive_validation_closeout.md","docs/archive/phases/v8/v8_010_A4_8_comprehensive_validation_closeout.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_011_route_B_multi_product_expansion_selection_gate.md","docs/archive/phases/v8/v8_011_route_B_multi_product_expansion_selection_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_012_second_product_candidate_and_brief_gate.md","docs/archive/phases/v8/v8_012_second_product_candidate_and_brief_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_013_second_product_prompt_package_draft_gate.md","docs/archive/phases/v8/v8_013_second_product_prompt_package_draft_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_014_second_product_prompt_static_review_gate.md","docs/archive/phases/v8/v8_014_second_product_prompt_static_review_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_015_second_product_A5_authorization_decision_gate.md","docs/archive/phases/v8/v8_015_second_product_A5_authorization_decision_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_017_second_product_failed_trial_review_or_prompt_fix_decision_gate.md","docs/archive/phases/v8/v8_017_second_product_failed_trial_review_or_prompt_fix_decision_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_018_second_product_prompt_or_runner_static_fix_gate.md","docs/archive/phases/v8/v8_018_second_product_prompt_or_runner_static_fix_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
"docs/v8_019_second_product_second_trial_authorization_decision_gate.md","docs/archive/phases/v8/v8_019_second_product_second_trial_authorization_decision_gate.md","phase_record_or_legacy_doc","archived","agent_board_only","False","True",".agent_board/CHECKPOINT.md","","","","False","2026-05-19T03:03:52+08:00","C1am agent-board-only-03 exact move/rewrite execution"
